brand,name,old_price_reais,new_price_reais,reviews_rating_number,reviews_amount
LENOVO,Notebook Lenovo Ideapad 1 15iau7 82vy000pbr Intel Core I7,4.599,3.999,5.0,(4)
ASUS,Notebook Asus Gamer Rog Strix G16 Core I9 16gb 512gb Ssd W11 Cinza,12.500,11.411,5.0,(2)
SAMSUNG,"Notebook Samsung Galaxy Book4 Intel® Core™ i5-1335U (1.3 Ghz, até 4.6GHz, 12 MB L3 Cache), Windows 11 Home, 16GB, 512GB SSD, Iris Xe, 15.6'' Full HD LED, 1.55kg",5.299,5.034,4.9,(1736)
LENOVO,"Notebook ThinkPad E14 14"" black 16GB de Ram 256GB SSD Intel Core i5 - Excelente (Recondicionado)",2.977,297,,
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 16gb Ram 512gb Ssd Windows 11 Home Tela 16 Ips Fhd Silver - Mb763w,4.634,463,4.9,(11)
,"Notebook VAIO FH15 Intel Core i7 13th 32GB 1TB S SSD Tela 15,6'' Full HD Antirreflexo NVIDIA RTX 3050 Shell Efi Cinza Chumbo VJFH52F11X-B0821H",12.999,7.499,4.5,(33)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
HP,Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,3.137,2.659,4.9,(59)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 16gb Ram 512gb Ssd Windows 11 Home Tela 16 Ips Fhd Silver - Mb763w,4.634,463,4.9,(11)
,"Notebook VAIO FH15 Intel Core i7 13th 32GB 1TB S SSD Tela 15,6'' Full HD Antirreflexo NVIDIA RTX 3050 Shell Efi Cinza Chumbo VJFH52F11X-B0821H",12.999,7.499,4.5,(33)
DELL,Notebook Dell Latitude 3410 I7 Ram 16gb Hd 1tb + Ssd 512 M2,3.490,3.315,,
HP,Notebook Hp Probook 645 G3 Amd Pro 8730b 8gb Ram Ssd 256gb,1.099,109,,
DELL,Notebook Dell Latitude 5480 Core Intel I7 16gb Ram Ssd 256gb,1.999,200,5.0,(2)
ASUS,"Notebook Asus Vivobook 15 X1504va Intel Core I5 1334u 4gb Ram 256gb Ssd Linux Keepos Tela 15,6 Led Fhd Silver - Nj1726",4.999,2.549,,
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",4.499,2.114,4.9,(17)
,Notebook Positivo Master N1250 Pentium N5030 4gb 128gb W11 Cor Cinza,2.198,219,4.6,(584)
HP,Notebook Hp 256r G9 Ci3 15.6  Uhd Graphics 256gb Ssd 8gb W11,3.299,2.799,4.9,(8)
LENOVO,Ultrabook Lenovo Thinkpad L14 Gen2 I5-1145g7 16gb Nvme256+nf Cor Preto,3.449,344,3.8,(8)
ASUS,"Notebook Asus Vivobook 15 X1504za Intel Core I5 1235u 8gb Ram 512gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj986w",3.092,309,4.9,(183)
ASUS,"Notebook ASUS X515KA Intel Celeron Dual Core N4500 4GB Ram 128GB SSD Windows 11 Home 15,6 HD Grey EJ303WS",2.499,2.249,4.7,(350)
ASUS,Asus Vivobook M1502ya Ryzen 7 16gb 512gb Ssd Windows 11,3.990,399,5.0,(16)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
ACER,"Notebook Acer Aspire 3 Intel Core i3– N305 FHD 15.6"" LED TN UHD para processadores Inte 256GB SDD 8GB RAM Debian 64 bits Prata - A315-510P-320B",3.234,2.596,4.8,(216)
,"Notebook Chromebook Clamshell, 14, 32gb/4gb - Pc918a Cor Preto",1.399,140,4.8,(16)
DELL,Notebook Dell Latitude 3470 Core I5 + 16 Gb Ram + 256 Gb Ssd,2.499,1.649,5.0,(1)
ACER,Notebook Acer Aspire 5 Ryzen 7 15.6  Radeon 512gb 8gb Linux,8.999,2.999,4.8,(8)
LENOVO,Notebook Ideapad 1i Intel Core i5 12gb 512gb Linux 82vys00900 Cloud Grey,3.780,378,4.8,(4819)
,Notebook Positivo Vision C14 Celeron Linux 8gb 256gb Emmc,2.199,1.599,4.8,(24)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Windows 11 Home Tela 16 Fhd Silver - Mb741w,4.415,441,4.6,(9)
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Excelente (Recondicionado),1.734,173,,
ASUS,"Notebook ASUS Vivobook Go 15 E1504GA Intel Core i3 N305 8GB Ram 256GB SSD Windows 11 Home Tela 15,6"" FHD Silver - NJ434W",2.679,257,4.9,(42)
,Notebook Positivo Quad-core 4gb Ssd De 128gb 14'' Com Wifi,919,92,4.8,(5)
,"Bloco Rhodia Edição 90 Anos & Paper People 14,6x20,8cm 80fls",54,5,,
,Notebook VAIO FE16 Amd Ryzen 7 - 5700u Linux 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0811h,4.499,3.579,4.3,(6)
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,4.999,480,5.0,(2)
,"Notebook 15,6'' Fhd Ips Intel N95 8gb Ddr4 Ssd 256gb Hdmi",3.958,395,,
LENOVO,"Lenovo Thinkpad T490 14,0 Fhd (1920 x 1080) 250 nits Ips Anti",2.229,222,,
,"Apple Macbook Pro A2141 2019 16'' Core I7 2,6ghz 16gb 512gb ",5.699,4.989,,
LENOVO,"Notebook Lenovo Ideapad 1i Intel Core i5 - 1235U, 16gb RAM, 512GB SSD, Windows 11 Home, Tela 15,6'' - 82vy000xbr - Cloudgrey",3.511,351,4.8,(4819)
,Tapete Grande Office Mouse Pad Preto Caramelo impermeável Dupla Face Geonav,49,,4.8,(244)
,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 16gb 256gb, Tela 15 Polegadas Full Hd Antirreflexo, Windows 11 Home Tecla Copilot - Preto",4.699,3.655,,
DELL,Notebook Dell Inspiron 5440 Core 7 150u 16gb 512ssd Mx570a Cor Prateado,6.922,6.160,,
, Rhodia QUADRICULADO A5 Capa Laranja 80 folhas  quadriculadas unidade x 1,50,4,,
,"MacBook Pro A1989 (2019) 13.3"" cinza-espacial 512GB SSD - Intel Core i5 - Bom (Recondicionado)",3.899,390,,
ASUS,Notebook Asus Zenbook 14 Intel Core Ultra7 16gb 1tb Ssd W11,7.424,742,4.7,(12)
ACER,Notebook Acer Aspire 5 15.6 Fhd I5-12450h 256gb Ssd 8gb Cor Cinza,3.990,2.928,4.5,(100)
,Notebook 2am Gaming Core I5 8400 12gb Ddr4 Ssd 256gb Gamer,1.890,189,5.0,(1)
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 8Gb Ram 512Gb SSD Linux KeepOS Tela Nível IPS 15,6"" LED 165Hz Mecha Gray - HQ334",9.299,7.949,5.0,(6)
,Notebook Vaio Core I5-1035g1 8gb 1tb Tela 15.6 Windows 10,2.914,291,3.0,(5)
DELL,Notebook Dell Latitude Core I5 8gb Ram 240gb Ssd Windows 10,2.199,219,,
HP,"Notebook Hp, Probook 640 G2, 14'', Core I5, 8gb, Ssd-256gb",1.590,159,,
,"Notebook Ultra UB220 15.6"" prata 120GB SSD - Intel Celeron",1.626,162,4.3,(132)
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Cinza-espacial",5.436,522,4.9,(1096)
DELL,Notebook Dell 15.6  Fhd I5 8gb 512gb Ssd Rtx 3050 Preto,6.011,601,5.0,(1)
LENOVO,"Notebook Ideapad 1i Intel Core i7 1255U, 12GB RAM, 512GB SSD, Linux, Tela 15,6"" HD 82VYS01000",3.999,399,4.8,(4819)
,"Notebook Positivo Vision R15 Lumina Bar Amd Ryzen 5 16gb 512gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",3.899,2.768,3.9,(23)
,MacBook Air M2 2022 midnight 16GB de Ram - 256GB SSD - Apple M,7.972,797,5.0,(7)
,Hub Usb-c 3.2 Multi Dispositivos 4 Portas Aluminio Geonav,199,33,4.4,(13)
,Notebook Vaio Fe 16 Amd Ryzen 7 - 5825u Linux 8gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0321h,4.299,3.499,,
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
,Notebook Vaio Fe 16 Amd Ryzen 7 - 5825u Linux 8gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0321h,4.299,3.499,,
,Notebook Vaio Fe16 Ryzen 7-5700u Linux 16gb 512gb Ssd 16 ,4.599,3.789,,
ASUS,Notebook Asus Vivobook Go Core I3 N305 8gb 512ssd W11 Fhd,3.059,305,,
LENOVO,Notebook Lenovo Ideapad 1 Intel Core I3 1215u 8gb Ram 256gb,3.234,2.599,,
,"Bloco Rhodia Edição 90 Anos & Paper People 8,3x11,8cm 80 Fls",29,2,,
HP,Notebook Hp Elitebook 840 G3 Core I5-6300u 8gb Ssd 240gb - Aceitável (Recondicionado),1.299,129,,
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,4.998,2.969,,
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,4.999,480,5.0,(2)
ASUS,"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 3 7320u 4gb Ram 128gb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1291",2.207,1.920,4.6,(144)
ASUS,Notebook Asus Vivobook Intel Core I5 1235u 16gb 512ssd W11,4.199,3.779,,
LENOVO,Notebook Lenovo Intel Core I3 10ger 8gb 240ssd 15pol Win 11,2.399,239,,
,Notebook Multilaser Ultra Ul110 Core I5 8ª 8 Gb Ram 240ssd,1.749,1.661,5.0,(1)
ASUS,"Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 7730U 16GB Ram 1TB SSD Linux KeepOS 15,6"" FHD Cool Silver NJ493",4.899,4.115,5.0,(1)
LENOVO,"Notebook Lenovo Ideapad 1i Intel I5-1235u 8gb 512gb 15,6 W11",3.999,2.896,5.0,(10)
LENOVO,Notebook Lenovo T490 Core I5 8365u 1.6ghz Ssd 256gb 16gb 8ª Cor Preto,2.274,227,,
HP,Notebook Hp I7 - 8gb Ram - Ssd 240gb - Windows 10 Oferta,1.699,1.274,5.0,(1)
,Computador portátil MacBook Pro 2020 13 I5 2ghz 10ma 512gb Ssd 16gb - Bom (Recondicionado),5.262,3.999,,
ASUS,Notebook Asus X515 N4500 8gb Ram Ddr4 512gb Nvme Windows 11,3.499,3.149,,
,Notebook Dell Latitude Core I7 8ger 16gb Ram 480gb Ssd W11 Cor Preto,3.909,390,,
DELL,Notebook Dell Latitude - Core I5 + 16 Gb Ddr4 + 1 Tb Ssd M2,2.999,2.099,3.9,(7)
ASUS,"Notebook Asus Intel Core I5-1235u 36gb 512 Ssd 15,6 Full Hd",4.499,449,,
DELL,Notebook Dell Latitude 5440 Core I7 13th 32gb Ram 512gb Ssd,7.134,713,,
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,6.656,5.299,5.0,(1)
DELL,Notebook Dell Latitude 3440 Intel Core I3 13th 8gb 256ssd Cor Cinza,4.148,3.692,,
HP,Notebook HP 14 14-dq0002dx Intel Celeron 4 GB de RAM branco,1.709,164,4.0,(4)
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 16Gb 512Gb SSD Windows 11 Home Tela 165Hz Nivel IPS 15,6"" FHD Mecha Gray - HQ333W",9.999,9.199,4.9,(11)
, Rhodia Katakana 162100K 80 folhas  quadriculadas 1 assuntos unidade x 1 14.8cm x 21cm cor laranja,55,5,,
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,6.999,5.599,5.0,(1)
,"Notebook 15,6 Pol Intel N95 Gtx1060 8gb Ssd 256gb Windows 11",3.040,292,,
DELL,Notebook Dell Latitude 3510 Core I5 10ger 16gb 256ssd 15pol,2.999,299,5.0,(2)
ASUS,Notebook Asus Vivobook Go 15 Intel Celeron 4gb 128gb Wind11,1.999,1.899,4.0,(4)
DELL,Notebook Dell Latitude 3420 Core I7 11th 64gb Ram 1tb Ssd Cor Grafite,6.534,653,4.8,(24)
DELL,"Notebook Dell Inspiron I15 Intel Core i3 -1215U (12ªGeração), 8GB RAM, 256GB SSD, Linux, Tela 15,6"" FULL HD - I15-I120K-U10P",3.644,364,4.9,(14)
DELL,Notebook Dell Latitude 5440 I5 16 GB de RAM 512 GB Ssd 14 Fhd,5.747,574,,
ASUS,"Notebook Asus Vivobook Go Core I3 N305 4gb 256ssd 15,6 Fhd",2.499,1.925,4.3,(30)
DELL,Notebook Dell 14´ Latitude 5480 I5 7a 16gb 256ssd,2.329,232,,
DELL,Notebook I7 Dell 8ª Geração 16gb Ram Ssd M2 512gb Latitude,3.199,319,,
ACER,Notebook Gam Nitro V Anv15-51-54dl I5 8gb 512gb Ssd Rtx4050,7.299,5.349,4.8,(322)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
ASUS,Notebook Asus Zenbook Snapdragon X1 26 100 32gb Ram 1tb W11,9.699,969,5.0,(1)
,Notebook Positivo Master Intel® Core 5-1135g7 Shell Efi 8gb Ram 512gb Ssd 14 Full Hd - Preto,3.999,2.899,,
ASUS,"Notebook ASUS Vivobook Intel Core i5 8GB 256GB SSD KeepOS 15,6"" FHD Icelight Silver - X1502ZA-EJ1761",2.999,2.789,4.8,(502)
ASUS,"Notebook ASUS TUF Gaming A15 FA506NFR RTX 2050 AMD Ryzen 7 7435HS 16Gb Ram 512Gb SSD Windows 11 Home Tela 144Hz nivel IPS 15,6"" FHD Graphite Black - HN060W",5.999,5.259,4.6,(11)
DELL,Notebook Dell Vostro 3401 Core I5 10g 16gb 256ssd Windows 11,2.899,289,,
DELL,Dell Notebook Core I5 8th 16gb Ssd Win11 Pro Latitude 5400 Cor Cinza-escuro,2.939,293,4.2,(56)
HP,Notebook 2 Em 1 Hp X360 Tela Touch Core I5 8gb Ssd-512gb,2.990,299,,
LENOVO,"Notebook Lenovo Thinkpad T470 I5 8gb Ram 256gb Ssd 14"" Dimm Black - Excelente (Recondicionado)",1.899,1.785,,
DELL,Notebook Dell Latitude 3420 Intel Core I5 11ger Memória Ram 16gb Armazenamento Ssd 256gb Windows 11 Tela 14,3.399,2.719,,
ASUS,"Notebook Gamer ASUS TUF Gaming A15 AMD Ryzen 7 7435HS 3,1 GHz GeForce RTX™2050 8GB RAM 512GB SSD Linux KeepOs Tela 15,6 144Hz IPS FHD Graphite Black - FA506NFR-HN069",4.399,439,4.9,(16)
LENOVO,"Notebook Lenovo Ideapad 3 R5 8gb 256gb Ssd 15,6'' W11 Cor Prateado",120.000,12.245,4.9,(231)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
DELL,"Notebook Dell, Lat 5420, 14'', Core I7 11th, 32gb, Ssd-256gb",3.190,319,,
LENOVO,"Notebook Lenovo Ideapad 3 R5 8gb 256gb Ssd 15,6'' W11 Cor Prateado",120.000,12.245,4.9,(231)
ASUS,Notebook Asus X515 N4500 32gb Ram Ddr4 512gb Nvme Windows 11,4.055,3.730,,
LENOVO,Notebook Lenovo V-Series V15-IGL,2.800,280,,
,Notebook Positivo Motion Q464c Intel 4gb Ram 64 Gb Ssd,999,99,,
,Notebook Ultra Win11 Home 14 Pol Celeron 4g Ram 128gb Ub250,1.499,149,5.0,(1)
DELL,Notebook Dell Inspiron 5440 Ultra I5 16gb 512ssd Mx570a,6.900,6.348,,
ACER,Chromebook Acer Co731c6nn Intel Celeron 4gb Emmc32gb Chros,1.789,1.429,4.5,(4)
DELL,Notebook Dell Latitude I7 10ger Ram 8 Gb Hd 1tb,3.070,2.916,4.0,(1)
DELL,Notebook Dell Latitude 5480 I5 7200u Hd 500gb Ram 8gb,1.749,174,,
LENOVO,Notebook Lenovo Intel Core I3 11ger 8gb 240ssd Windows 11,2.499,249,,
ASUS,"Notebook ASUS Vivobook Go 15 E1504FA AMD Ryzen 3 7320U 4Gb Ram 128Gb SSD Windows 11 Home Tela 15,6 FHD Mixed Black - NJ1364W",2.499,2.049,4.8,(65)
,Notebook Positivo Barato N40i Dual 4gb Ssd240gb 14',1.379,137,,
DELL,Notebook Dell Latitude 5480 I5 7a 16gb Ram 256gb Ssd,1.799,180,,
DELL,Notebook Gamer Dell G15 I7 13650hx 16gb 1tb Rtx4050 6gb W11 Cor Grafite,9.478,910,4.9,(37)
HP,Notebook Hp Probook 440 G1 I7 4ª Geração 8gb Ssd 240gb Wifi,1.199,119,,
SAMSUNG,"Notebook Samsung Galaxy Book4 360, 16gb, Intel Core I7, 1tb Ssd, Windows 11 Home, 15.6'' Full Hd Amoled, Np750qgk-kg1br",8.999,8.549,4.8,(97)
DELL,Notebook  Dell E5430 14' Intel Core I5 Ssd 120 Gb 4gb,1.499,1.424,,
,Notebook Vaio Fe 16 Amd Ryzen 5 - 5625u Linux 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0711h,4.359,3.479,,
,"MacBook Air M2 (2022) 13.6"" silver 8GB de Ram - 256GB SSD - Apple M",7.349,734,4.9,(502)
,Botão Power Compatível Com Dell Xps Plus 13 9320 3x32f,65,32,,
,Notebook Positivo Vision C14 Intel® Celeron® Linux 4GB 128GB eMMC 14” HD Lumina BAR – Cinza,1.433,138,4.6,(3795)
HP,"Note Hp, Elitebook 840 G6, 14'', Core I5, 8gb, Ssd-256gb",1.890,181,5.0,(6)
,"Bloco Rhodia Edição 90 Anos & Paper People 7,2x10,3cm 80 Fls",24,,,
LENOVO,"Notebook Lenovo Yoga Slim 7i Core Ultra 5, 16gb, 512gb Ssd, ",5.157,495,,
HP,Notebook Hp I5 6ª Geração 8gb Ddr4 Ssd/ Com Garantia E N.f,1.595,1.291,4.8,(8)
SAMSUNG,Notebook Samsung Galaxy Book4 Windows 11 Home Intel Core I3 8gb 256gb Ssd 15.6'' Full Hd Led 1.55 Kg Grafite - Excelente (Recondicionado),2.757,264,,
,"Bloco Rhodia Edição 90 Anos & Paper People 10,3x14,6cm 80fls",34,3,,
,"Notebook VAIO FE15 Intel® Core i3 11th 8GB 256GB SSD Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Cinza Grafite",3.800,380,4.6,(370)
,"MacBook Pro MacBook Pro 14"" M3 Pro 14"" space black 18GB de Ram - 512GB SSD - Apple M3",13.026,1.252,4.8,(72)
,Tapete Office Mouse Pad Dupla Face Tecido sintético impermeável antiderrapante Macio Geonav Preto E Azul,39,3,4.9,(36)
ACER,Notebook Gamer Acer Nv 7037 I713ªg 16gb 512ssd Rtx4050 Gutta,6.999,6.199,4.8,(109)
DELL,Notebook Dell Inspiron I15-i120k-a15p I3 8gb 512gb 15.6 W11,4.946,475,4.8,(631)
,Tapete Office Mouse Pad Dupla Face Tecido sintético impermeável e antiderrapante Toque macio Geonav Preto E Cinza,67,33,4.8,(27)
DELL,"Latitude 3440 i5-1335U 8 GB Ddr4, 256 GB, 14 Led W 11 Pro Color Black",3.599,359,4.2,(9)
DELL,Notebook Core I5 Dell Latitude 16gb Ram 256gb Ssd M2,2.499,240,4.3,(126)
ASUS,Notebook Asus Celeron N4020 15.6 128gb W11h X515ma-br933ws,2.469,237,4.7,(815)
,"MacBook Air M2 (2022) 13.6"" starlight 256GB SSD - Apple M",6.679,641,4.9,(502)
LENOVO,Notebook Lenovo Core I7(10ª Ger) 16gb Ram 256 Ssd  Hdmi Usbc,2.490,239,5.0,(2)
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Aceitável (Recondicionado),1.799,172,,
LENOVO,Notebook Lenovo V15 G3 I5-1235u 8gb Ssd 256gb 15.6 W11pro,3.799,379,5.0,(10)
DELL,"Notebook Latitude Dell Latitude 5400 14"" cinza 256GB SSD - Intel Core i5",2.699,269,,
,"Notebook Motion C4500Ei 14.1"" cinza - 500GB HDD - Intel Celeron",2.699,1.376,,
,"Bloco Rhodia Edição 90 Anos & Paper People 20,8x31,6cm 80fls",99,9,,
LENOVO,Notebook Lenovo Thinkpad E14 Ryzen 7 7730u 40gb 512ssd Win11 Preto,3.999,3.759,,
,"Notebook Vaio Fe15 Amd® Ryzen 5, 8gb 512gb Ssd, Tela 15,6'' Full Hd Antirreflexo, Linux - Cinza Grafite, Vjfe59f11xb1911h - B1911h",3.500,336,5.0,(1)
,"Notebook Hq Joy, I5 1035g1 8gb Ssd 256gb 15.6 Windows 11",2.999,299,5.0,(1)
ACER,"Notebook Gamer Acer Predator Triton PT316-51S-78V9 Core i7 12700H, RTX3060 com 6GB, Memória 16GB Ram, 1TB SSD, Tela 16"" 240Hz WQXGA, W11 - Excelente (Recondicionado)",10.064,7.044,,
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
HP,Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,3.137,2.659,4.9,(59)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
,"Notebook Hq Joy, I5 1035g1 8gb Ssd 256gb 15.6 Windows 11",2.999,299,5.0,(1)
ACER,"Notebook Gamer Acer Predator Triton PT316-51S-78V9 Core i7 12700H, RTX3060 com 6GB, Memória 16GB Ram, 1TB SSD, Tela 16"" 240Hz WQXGA, W11 - Excelente (Recondicionado)",10.064,7.044,,
,"Apple MacBook Pro A2992 14"" space black 18GB de Ram - 512GB SSD M3",14.027,1.402,5.0,(10)
SAMSUNG,"Notebook Samsung Book I5 8gb 256gb Ssd 15,6'' W11 Cor Cinza-chumbo - Excelente (Recondicionado)",2.399,230,,
LENOVO,Notebook Lenovo V15 G3 Iap/i5-1235u/8gb/ssd256gb/w11pro,3.699,369,5.0,(1)
LENOVO,Notebook Lenovo Core I5 8gb 256gb Ssd 15.6 Fullhd Win 10 Pro colorido cinza grafite,3.799,379,5.0,(10)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
ASUS,"Notebook Asus Vivobook Intel Core I3 1215u, 8 GB de RAM, SSD de 128 GB, Full HD, Windows 11 Home",2.424,242,5.0,(2)
DELL,"Notebook Dell Inspiron Intel Core I5 1235U 12ª Geração 16GB RAM, 512 SSD, Linux, Tela 15.6 Full Hd I15-I120K-U30P",4.299,429,4.8,(136)
DELL,Notebook Dell Latitude 5490 Core I7 8 Geração 16gb Ssd 240gb,3.899,389,,
ASUS,"Notebook ASUS Vivobook 15 M1502YA AMD Ryzen 7 7730U 8GB Ram 512GB SSD Linux KeepOS 15,6"" FHD Cool Silver - NJ494",2.979,286,5.0,(7)
DELL,Notebook Dell Latitude 3440 I5 13th 16gb Ssd Nvme 256gb Cor Cinza,4.898,489,4.2,(9)
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite",6.699,6.364,4.9,(94)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",4.499,2.114,4.9,(17)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
DELL,Notebook Dell Latitude E6330 Core I7 16gb Ssd 256gb,1.850,1.665,,
LENOVO,Notebook Lenovo V14 Intel Core I5-13420h 16 GB 512gb W11 Pro,4.719,471,,
DELL,Notebook Dell Latitude 3540 I5 Tela 15.6 16gb 512gb Ssd W11p,5.349,534,,
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - Apple M",7.059,705,4.9,(502)
LENOVO,"Lenovo Thinkpad E14: Laptop Empresarial De 14'', Amd Ryzen 7 7730u, 16 Gb De Ram, Ssd De 512 Gb, Lector De Huellas Dactilares, Hdmi, Rj45, Wi-fi 6.",4.700,4.324,5.0,(1)
LENOVO,Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd ,2.999,2.699,5.0,(1)
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Prata",5.650,543,4.9,(1096)
LENOVO,Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14,1.749,174,,
HP,Notebook HP Elitebook 640 G10 Intel Core i7 16 GB de RAM 512 GB S,6.283,628,,
HP,Notebook 256-g9 I3 8gb 256gb Ssd 15w11 7z3r2la Hp Cx 1 Un Cor Preto,2.849,284,4.8,(468)
