brand,name,old_price_reais,new_price_reais,reviews_rating_number,reviews_amount
LENOVO,Notebook Lenovo Thinkpad E14 Intel Core I7 16gb 512gb W11p,5.134,513,,
,Notebook Compaq Pentium Presario Cq-32 4gb 120gb Ssd W10,1.029,,4.7,(30)
ASUS,Notebook Asus Vivobook Tela 16 Ips I7 13a 24g Ram 512gb Nvme,5.259,4.680,,
HP,Notebook Hp Probook 640 G2 - Intel Core I5 - Ssd 256gb,1.854,1.594,,
LENOVO,Notebook Gamer Lenovo Gaming 3i Intel Core i5-11300H GeForce GTX1650 8GB RAM SSD 512GB 15.6 Full HD Windows 11 Preto - 82MG0009BR,5.199,519,4.9,(825)
DELL,"Notebook Dell Latitude 3470, Intel I7, 8gb Ram, 480gb Ssd Preto",2.497,249,,
DELL,Dell Latitude 7490 I5 16gb Ram Ssd 256gb Teclado Iluminado Preto,2.290,229,,
DELL,Notebook Dell Latitude 5420 Core I5g7 16gb 256gb Ssd+ Brinde,2.998,2.428,,
HP,Notebook Hp 250 G8 I5-1035 G1 8GB 256GB SSD W10p Cor Cinza-escuro,3.804,380,5.0,(1)
DELL,Notebook Dell 5420 Core I5 11°ger 16gb Ssd 512gb Nvme,2.699,269,,
HP,Notebook Hp Elitebook X360 1030 G4 8gb 256gb Ssd Tela 13.3,2.249,216,,
,Macbook Air Mc8h4 M3 16gb Ram/256/13.3  Silver (2024),8.399,807,,
DELL,Notebook Dell Latitude Core I5 8a Ssd 256gb 8gb Win11,2.119,211,,
HP,Notebook Hp Zbook Core I7 10a 32gb 512gb Ssd Quadro Rtx3000 Cinza,4.790,479,,
LENOVO,Lenovo Thinkpad T480 I5 - 8° Geração 8gb 256gb Ssd - Vitrine,1.899,189,,
DELL,"Notebook Dell, Lat 5300, 13.3 , Core I5, 16gb, Ssd-256gb",1.700,163,5.0,(1)
ASUS,"Notebook Asus X515ja Ej1791w Core I5 8gb 512gb 15,6  Fhd W11",2.999,299,,
DELL,"Notebook Dell Vostro 3520 15.6 i5-1235U 8 Ram 256ssd Win 11H, cor preta",3.999,399,,
,Notebook Positivo Vision R15 Ryzen 7 Linux 8gb 512gb Ssd,3.999,2.999,4.5,(20)
DELL,"Notebook Latitude 3420 14"" preto 512GB SSD - 512GB HDD - Intel Core i7",6.375,637,4.8,(24)
LENOVO,Notebook Lenovo Thinkpad E14 Core I7 10a Geração 16gb 256gb,2.670,267,5.0,(1)
DELL,Notebook Dell Latitude 3410 Core I5 10ger 16gb 500gb Ssd ,3.199,319,3.6,(7)
ACER,Notebook Acer Aspire 5 Core I5-8 8gb Ssd256gb/Recondicionado,1.800,173,,
DELL,Notebook Dell Latitude Core I5 8a Ssd 256gb 8gb Win10,1.919,191,,
,Netbook Positivo 10' | Intel Atom | 2 Gb Ram | Ssd 120 Gb,789,78,,
,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 16gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Windows 11 Home Tecla Copilot - Preto",4.199,419,4.6,(17)
ACER,"Notebook Gamer Acer An515-57-52lc I5 8gb 512gb Ssd 15,6 W11 Cor Preto",4.899,489,4.8,(637)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
DELL,Notebook Touch Screen I7 8gb Ram Ssd M.2 256gb,2.099,210,,
ACER,"Notebook Gamer Acer An515-57-52lc I5 8gb 512gb Ssd 15,6 W11 Cor Preto",4.899,489,4.8,(637)
ASUS,Notebook Gamer Asus Tuf F15 Core I7 16gb 512ssd W11 Rtx 3050 Cor Cinza,8.499,7.499,4.9,(73)
,Notebook Positivo Master N2240 Core I3 8gb Ddr4 Windows Cor Preto,2.425,2.183,,
LENOVO,"Notebook Lenovo X260 Core I5 8 Gb 256 Gb Ssd 12,5 HD W10 Cor Preto - Bom (Recondicionado)",1.529,1.438,,
,"Notebook Inspiron 3530 15.6"" preto 512GB SSD - Intel Core i5",4.889,,4.6,(11)
DELL,Notebook Dell Latitude 5480 Core I5 500gb 8gb,2.149,206,,
ASUS,Computador portátil Asus Zenbook 14 Oled Q415m 14 Touch Intel Ultra 5 Color Gris Oscuro,5.899,589,5.0,(1)
DELL,Notebook Dell Latitude - I5 8th  + 16 Gb Ddr4 + 256 Gb Ssd,1.999,1.899,4.3,(7)
DELL,Notebook Dell Inspiron Plus I16-u7155h-m10,7.900,759,,
DELL,Notebook Vostro 5402 cinza 256GB SSD - Intel,6.141,5.466,,
ACER,Notebook Acer Swift 3 Ultrafino Ci7 W11 16gb 1tb Ssd 14 Fhd,6.290,629,5.0,(6)
HP,Notebook Hp Elitebook 840 G5 Core I7 8650u 16gb 512gb Ssd,2.499,2.374,,
HP,Notebook Hp Pentium 4gb Hd 500gb Pra Sair Hoje!!!,749,74,,
,Notebook Gigabyte Aorus 17 Bsf I7 13700h 1tb 16gb Rtx 4070 Cor Preto,14.999,1.499,5.0,(1)
,Notebook I5 Tela Touch Ssd 256gb 8gb Ddr4  Usb C Hdmi Win10,3.599,2.159,4.8,(4)
ACER,Notebook Acer Aspire A315-56 Ooxl Core I3 8gb - Ssd 256gb,1.999,1.859,,
LENOVO,Notebook Lenovo Intel Core I3 10ger 8gb 1tb 15pol Win 11,2.399,239,,
,Notebook Elitebook Core I5 16gb +ssd + Com Garantia Promoção,1.395,1.157,1.0,(3)
DELL,Notebook Dell Inspiron 5480 14 I7-8565u 16gb 256gb Video 2gb,2.149,214,,
,Notebook Positivo Vision R15 Ryzen 7 Linux 16gb 512gb Ssd,3.999,3.099,5.0,(1)
,Notebook Multilaser Ultra Ul110 Core I5 8ª 8 Gb Ram 1tb Hd,1.749,1.661,,
LENOVO,Notebook Lenovo Yoga 7i 2-em-1 Ultra 7 Ssd 1 Tb Touch,8.243,824,,
LENOVO,Notebook Lenovo E14 Core I7 10ger 16gb 240ssd Windows 11,3.199,319,,
ASUS,"Notebook Asus Vivobook X515j Core I5 10a Ger, 4gb 256gb Ssd Cinza",2.928,2.342,,
DELL,Dell Latitude 5400 I5 8th 8gb Ram Ssd 240gb. Em Promoção!,1.601,153,,
LENOVO,Notebook Gamer Ryzen 5 R5 Ssd 256gb 8gb Radeon Vega 8 W10 Pr,4.199,2.648,,
,Notebook Positivo Vision C15 W11 Celeron® 4gb 128gb - Cinza,2.499,1.599,4.5,(4)
LENOVO,Notebook Lenovo Yoga 510 I5-6200u 16gb Ssd 240gb Tela Touch,2.899,289,5.0,(1)
LENOVO,Notebook Lenovo Thinkpad X1 Carbon Intel I7 8650u 16gb 256gb,2.815,2.111,5.0,(1)
DELL,"Notebook Dell, Lat 5300, 13.3'', Core I5 8th, 16gb, Ssd256gb",1.790,179,,
DELL,Computador Portátil Dell 3480 Core I5 8gb Ssd 256 14.6 Hd Cor Preto - Bom (Recondicionado),1.598,1.503,,
LENOVO,Lenovo Thinkpad T14 Gen 3 I5 16 Ram 512 Gb Ssd Win 11 Pro,3.200,307,,
DELL,"Notebook Inspiron 3511 15.6"" preto 256GB SSD - Intel Core i5",3.896,3.467,4.6,(16)
LENOVO,Notebook Lenovo Lenovo V14 Amd Ryzen 5 8gb 256gb W11,3.485,348,5.0,(1)
LENOVO,Notebook Lenovo Thinkpad E14 I5 16gb 512gb Ssd W11 Pro,4.799,479,3.8,(8)
,Notebook Motion Gray Intel Atom 14.1'' Q464c-o Positivo Cor Cinza,1.357,131,4.0,(851)
DELL,Notebook Dell 7280 Intel I5 6ger 8gb Ddr4 Ssd 256 Wifi,2.000,1.800,,
DELL,Notebook Dell Inspiron 15 3583 Processador Intel 4gb 120 Ssd,1.899,189,,
DELL,Notebook Dell Latitude I5 6a Ger. 16gb Ddr4/ Ssd/ C Garantia,1.549,148,,
,Alienware M16 Qhd+ 165 hz Intel I7 16 GB RTX 4070 SSD de 1 TB cor Dark Metallic Moon,16.999,1.699,,
DELL,Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10,1.547,154,,
LENOVO,Notebook Thinkpad E14 I5 10th 16gb 256ssd Preto,2.299,229,,
SAMSUNG,Notebook Galaxy Book Go Snapdragon 7c 14'' Full Hd Samsung Cor Prateado,2.679,267,4.4,(534)
DELL,Botão On Off Com Biometria Compatível Com Dell Inspiron 5510,85,42,,
LENOVO,Notebook Lenovo V14 G2-itl-corei5-1135-8gb-256gb-mx350 2gb,3.640,3.458,,
ASUS,"Notebook Asus X515ja-ej1792 I5 8gb 256gb Ssd 15,6'' Linux Cor Cinza",3.129,300,4.8,(1044)
DELL,Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10 Preto,1.547,154,,
HP,Notebook Hp 256r G9 Intel Core I3-1315u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl - AN1A2LA#AK4,3.137,2.659,4.9,(59)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
DELL,Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10 Preto,1.547,154,,
,"Macbook Pro 16'' M4 Pro, 14cpu 24gb Ram 512 Ssd Nfe",20.999,2.099,,
LENOVO,Lenovo Thinkpad T480 I5 8° Geração 16gb 512gb Ssd - Vitrine,1.989,191,5.0,(3)
DELL,Notebook Dell Intel I5 6ger 16gb Ddr4 Ssd 256 Wifi,2.100,210,,
ASUS,"Notebook Gamer ASUS Vivobook 16X K3605ZF RTX 2050 Intel Core i5 12500H 8Gb Ram 512Gb SSD Windows 11 Home Tela 144Hz FHD 16"" Preto - N1420W",4.999,499,4.7,(51)
DELL,Notebook Dell Core I5 8gb Ram 256gb Ssd Windows 10,2.199,219,3.9,(7)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
LENOVO,Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd ,3.199,2.849,,
,Notebook Vaio Core I5 10th 8gb Ram 128gb Ssd Windows 11 Hdmi Cinza-escuro,1.690,162,,
HP,Notebook Hp 256 G8 Intel I5-10a 8gb 256gb Latitude Vostro Cinza,1.989,198,,
DELL,"Notebook gamer G15 I1300 15.6"" preto 32GB de Ram - 1.024TB SSD - Intel Core i5",8.290,829,5.0,(6)
DELL,Notebook Dell Latitude 7280 Core I5 7300u 8gb 256gb Ssd,1.999,1.699,,
LENOVO,Notebook Lenovo Thinkpad T14 Core I7 11th 32gb Ssd 1tb M.2 Cor Black - Excelente (Recondicionado),5.399,539,,
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",4.499,2.114,4.9,(17)
,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",3.331,1.754,4.6,(769)
LENOVO,Notebook Lenovo Thinkpad T480 Intel Core I7-8agr 256gb 16gb,1.799,180,,
HP,Notebook Hp Core I7 10th Gen 32gb Ram Ddr4 512gb Ssd Nvme Prateado,2.590,259,,
ACER,"Notebook Acer TravelMate TMP214-55-54ZZ Intel® Core™ i5 – 1335U de 13ªGen 16GB 512GB SSD W11 Pro 14""",6.501,624,,
DELL,Notebook Dell Latitude 5400 I5 8265u 16gb Ram 256gb Ssd W10p,1.899,189,3.3,(3)
HP,Notebook Elitebook Hp 840 I5 6300u 16gb Ssd 256gb Win 11,1.849,184,4.5,(162)
DELL,Notebook Dell Latitude Core I5 7200 Ram 8gb Ssd 240gb Win10,2.199,219,,
,"Macbook Pro, 16'', Core I9, 16gb Ssd-1tb + 4gb Vídeo - Prata",6.990,699,,
,Cabo Flex Para Bateria Compatível Com Dell Latitude 5430,99,9,,
LENOVO,"Notebook Thinkpad T470 I5 8gb Ddr4, Ssd Sata 240gb 11 Pro",1.499,149,,
ASUS,Notebook Asus E410ka-pm464 Intel Pentium N6000 4 Gb Ddr4,1.331,133,,
DELL,Notebook Dell Latitude 5490 Intel Core I5 8ager 128gb 8gb,1.699,170,5.0,(2)
HP,Notebook/tablet Hp Envy X360 15-ew1082wm Intel Core I7-1355u,7.460,746,,
,"Macbook Pro, Tela 16, Core I7, 16gb, Ssd-512gb, 4gb Dedicado",5.990,599,4.9,(7)
HP,Notebook Hp Core I7 10th 32gb Ram 512gb Ssd Win11 Pro Hdmi Prateado,2.490,239,,
ACER,Notebook Para Jogos Acer Predator Helios Neo 16 | 16 1900 X ,11.118,1.111,,
,Macbook Air 13  Apple M4  8-core  Gpu 16gb Ram 256gb Ssd Azul-celeste,9.850,946,,
LENOVO,Notebook Lenovo Thinkpad T420 Core I5 2.50ghz 16gb Ssd 256,1.499,1.424,5.0,(3)
DELL,Notebook Dell Vostro 3400 Core I5 11ger 8gb 240ssd Win11,2.999,299,,
LENOVO,"Lenovo Thinkpad I7 8a 8gb Ssd 240gb Tela 12,5 + Mouse Brinde",1.899,1.804,,
DELL,Placa Filha Compatível Com Dell Vostro V5310,115,38,,
ASUS,Notebook Asus Zenbook Snapdragon X1 26 100 32gb Ram 1tb W11,9.999,9.019,,
DELL,Notebook Dell Latitude 3410 Core I7 10 G 32gb Ram 1tb M2 W11,3.780,3.591,,
HP,Notebook Hp Probook 645 G1 Amd A10 Pro 16gb Ram 256gb Ssd Preto,1.299,129,,
LENOVO,Lenovo Thinkpad T480 I5 8° Geração 16gb 512gb Ssd - Vitrine,2.099,209,,
LENOVO,Notebook Lenovo Thinkpad X1 Carbon Intel I7 8650u 16gb 256gb Preto,2.815,281,,
LENOVO,Notebook Lenovo Ideapad S145 Intel Celeron 8gb Ram 256gb Ssd,1.799,172,,
LENOVO,Notebook Lenovo Thinkpad X1 Gen 12,12.997,1.299,,
ACER,Excelente Netbook Acer Intel Atom!,599,59,,
,"Notebook Gamer Grasep 15,6'' Com Ssd 256gb E Gtx 1060 Cor Preto",3.519,338,,
DELL,Notebook Core I5 Dell Latitude Ddr4 16gb Ssd 256gb,2.549,254,4.2,(28)
,Notebook Positivo Master N4340 I5 Windows 11 8gb 256gb Ssd,4.999,3.199,,
DELL,Notebook Dell I5 6a - 8gb Ram - Ssd 240gb - 12pol - W10,1.698,1.359,,
HP,Notebook Hp Probook 440 G3 Intel Core I5 16gb Ram 256gb Ssd Prateado,1.498,149,,
LENOVO,Notebook Lenovo Thinkpad T480 I5 8a 16gb Ssd 240gb + Brinde,1.548,154,4.4,(8)
HP,Notebook Hp 14-dq0052dx Celeron N4120 4/64gb - 14,2.099,201,,
DELL,Notebook Dell 5480 Core I5 7ger 8gb 500gb - Oferta ,3.799,379,,
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,2.531,1.259,4.6,(213)
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,9.510,5.199,4.9,(36)
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel Uhd Graphics 256gb Ssd 8gb Ram Windows 11 Home 64 Sl- Ay6z4la#ak4,3.803,3.134,4.8,(78)
,"Macbook Air 2020, M1, Tela 13.3'', 8gb, Ssd-256gb - Cinza",3.790,364,,
ACER,Notebook Acer Core 2 Duo Com Excelente Qualidade!!!,649,64,5.0,(1)
,"Notebook VAIO® FE14 Intel® Core™ i3-10110U Linux 4GB RAM 128GB SSD 14"" QHD – Cinza Escuro",5.561,,4.5,(54)
,Conjunto De 4 Notebook Silicone Molde Moldes De Fundição,130,12,5.0,(2)
DELL,Notebook Gamer Dell G15-i1300-a50p I7 16gb 512gb 15.6'' W11,7.199,719,4.8,(186)
DELL,Dell Latitude 5400 I5 8th 8gb Ram Ssd 240gb. Barato Hoje !,1.599,153,,
HP,Notebook Hp 256r G9 Intel Core I5-1335u 15.6 Hd Intel® Iris Xe Graphics 256gb Ssd 16gb Ram Windows 11 Home Pls Sl- Ay6z5la#ak4,3.803,3.324,4.9,(71)
HP,Notebook Hp Probook 440 G9 Intel Core I3-1215u 14 Intel Uhd 256gb 8gb Ram Windows 11 Pro- 839y2la#ak4,3.099,297,4.8,(9)
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
LENOVO,Notebook Lenovo Ideapad 1i Celeron N4500 4gb 128gb 15.6' W11,3.665,1.943,,
,Apple Macbook Pro 14 Chip M4 16gb 512ssd 2024,15.200,1.520,5.0,(2)
LENOVO,Notebook I5 8350u Ssd 240 Gb 8gb Ddr4 Usb C Hdmi Lan T480,1.894,182,5.0,(2)
ACER,Notebook Acer Aspire A515-45-r36l Amd R7 Lnx 12gb 512ssd Fhd,3.599,359,,
LENOVO,Notebook Lenovo V14 G4 Amd Ryzen 5 7520u 8gb 256gb Dos 14,2.578,247,,
,Notebook Hp Probook 440 G9 a partir de 14,3.999,,,
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,4.998,2.969,,
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
LENOVO,Lenovo Yoga 7 2 em 1 Ryzen 5 8640hs 512 GB Ssd 8 GB Ddr5 Win11 Cor cinza,6.729,672,,
ASUS,Notebook Asus Tuf Gaming A15 Rtx 2050 Ryzen 7 8gb 512gb Preto,4.999,4.526,,
HP,Notebook Hp Elitebook Core I7 4600u 16gb Ssd240gb + Garantia,1.695,162,4.0,(1)
DELL,Notebook Dell Latitude 3440 Intel Core I5 12th 8gb 256 Gb,4.689,468,5.0,(1)
,"Macbook Air 13,6 M2/ 16gb Ram/8cpu/8gpu/256gb Ssd",8.399,839,,
HP,Notebook Hp Elitebook 840 G5 Core I7 8650u 16gb 512gb Ssd,2.699,2.429,,
DELL,Notebook Dell Latitude 3490 I5 7gen Preto 16gb Ram 480gb Ssd,1.599,159,,
ASUS,"Notebook ASUS TUF Gaming A15 FA506NCR NVIDIA RTX 3050 AMD Ryzen 7 7435HS 8Gb Ram 512Gb SSD Linux KeepOS Tela 15,6"" FHD Nível IPS 144Hz Black - HN089",6.899,5.349,4.9,(8)
DELL,Notebook Dell Latitude 5410 I5 10210u 16gb 256ssd - Seminovo,2.249,216,,
LENOVO,Notebook Thinkpad E14 Intel Core I7 16gb 256gb Ssd  Full Hd,2.990,2.541,,
LENOVO,Notebook I5 Tela Touch Ssd 256gb 32gb Fhd Hdmi Usb-c Tb3 T14,3.999,2.799,4.9,(7)
ASUS,Notebook Asus Vivobook S14 Oled Core Ultra 7 16gb 512ssd W11,8.725,872,,
LENOVO,Notebook Lenovo V15 Intel Core i5 16gb 512gb W11 Pro 82um0009br Preto,4.289,428,5.0,(10)
DELL,Notebook Dell Latitude 5480 I5 7ª 8gb 240ssd Gb Promoção,2.199,219,4.0,(4)
HP,Notebook Hp Zbook Core I7 10th 32gb 512gb Ssd Quadro Rtx3000 Cinza,4.790,479,,
DELL,Notebook Dell Latidude E5430 14' Core I5 Ssd 480gb Ram 16gb,1.879,1.785,5.0,(1)
LENOVO,Lenovo B490 8gb Ssd 240gb Windows 11 Preto,1.250,125,,
DELL,Notebook Dell Latitude 3420 Core I5 11ger 8gb 512ssd - Novo,3.599,359,4.9,(7)
LENOVO,Notebook Lenovo 2 Em 1 Flex 5i Core I7-1065g7 8gb 256gb,2.899,289,,
,Computador portátil MacBook Pro 2020 13 I5 2ghz 10ma 512gb Ssd 16gb - Aceitável (Recondicionado),5.130,3.898,,
,"Notebook Positivo Vision i15 Core i5 11th, 16GB 512GB SSD, Lumina Bar, Tela 15"" Full HD Antirreflexo, Linux - Cinza",3.088,308,4.6,(296)
DELL,Notebook Dell Latitude 7490 I5 32gb Ssd 480gb,3.560,2.314,,
LENOVO,Notebook Lenovo 2 Em 1 Ideapad Flex 5i Intel®  I3-10a 4g 256,2.589,258,,
ASUS,"Notebook ASUS Vivobook 16, Qualcomm Snapdragon X1 26 100 2,9GHz, 16GB RAM, 1TB SSD, Tela 16” FHD, Windows 11 Home, Cool Silver - X1607QAMB091W",8.235,791,,
DELL,Notebook Dell Latitude 3420 Core I5 11ger 16gb 256gb Ssd,3.399,339,3.7,(3)
HP,Computador Portátil Hp Stream 14'' Intel Celeron N4120 4 ...,1.867,186,,
DELL,Notebook Dell Latitude 3410 Core I5 10ger 8gb 240ssd Win 11,2.999,2.759,5.0,(1)
HP,Notebook Hp Probook L8u43av#8gb - I5 - Ssd 256gb,1.776,170,3.5,(10)
,Notebook Motion Gray 14'' Q4128c 128g 4gb Ram W10 Positivo Cor Cinza,1.399,139,4.1,(2654)
LENOVO,Notebook Lenovo Thinkpad E14 Amdryzen 7 5700u Ssd 256gb 16gb,2.889,289,,
DELL,Notebook Dell Inspiron I15-i120k-a30pf I5 16gb 512 15.6 W11,4.327,432,4.8,(1736)
DELL,Notebook Dell Latitude E6440 I5 2.70ghz Ssd 120gb 4gb Barato,791,76,,
LENOVO,Notebook Lenovo Ideapad 3i Intel Core I3 4gb Ssd 256gb Linux - Excelente (Recondicionado),2.489,248,,
HP,Notebook Hp Elitebook 840 G3 Core I5-6300u 8gb Ssd 240gb,1.299,129,,
LENOVO,Notebook Lenovo Ideapad 3i I3 4gb 256 Gb Ssd W11 15.6 Cor Prateado - Excelente (Recondicionado),2.209,221,,
LENOVO,Notebook Lenovo X13 Gen 1 Core I5 10°ger 16gb Ssd 256gb,2.399,239,,
SAMSUNG,"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite",3.980,398,4.8,(7190)
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,8.177,4.599,5.0,(2)
ASUS,Notebook Asus Vivobook 16 X1605va Intel Core I7 1355u 8gb Ram 512gb Ssd Linux Keepos Tela 16 Ips Fhd Silver - Mb742,4.585,3.530,5.0,(30)
LENOVO,Notebook Lenovo T480 Core I5 8a Ger 8gb Ram 256gb Ssd Win 11,1.605,160,,
DELL,Notebook Dell Intel I5 7200 7ger Ssd 480gb  Ram 16gb 14',1.991,199,,
HP,Notebook Para Jogos Hp Victus 15.6 144 Hz Fhd E Ryzen 5 7535,4.603,460,,
LENOVO,Notebook Lenovo Ideapad 5 2 Em 1 Oled Snapdragon 16 Gb Touch,5.545,533,,
DELL,Notebook Dell Core I5 8gb 256gb Ssd Ideal P/ Trabalho,2.120,212,,
DELL,Notebook Dell Latitude 5490 I5 8a Ddr4 16gb M2 256gb Hdmi Nf,2.351,2.046,3.7,(3)
ACER,Notebook Acer Aspire 5 15.6 Fhd I7-12650h 2tb Nvme 32gb,6.559,5.903,,
,Notebook Latitude 3490 7 Geração I5 Ssd240gb Ram 8gb Usado,1.577,157,,
DELL,Notebook Dell Latitude 3410 Core I3 10110u 16gb 256gb Ssd,2.199,1.979,,
ASUS,"Notebook Asus Amd Ryzen 5 7520u 8gb 512gb Ssd 15,6 Preto W11",3.599,3.039,5.0,(5)
,Notebook Compaq Presario 452 14.1 Hd I5-6287u 1tb 8gb Linux,3.480,334,4.5,(4)
DELL,Notebook Usado Dell 7490 Core I7 8gb Ssd256gb 14'' Fhd Win11,1.649,1.484,,
,Macbook Pro 15 2015 Intel I7 Quadcore 16gb Ram Tela Retina Prateado,3.000,288,,
DELL,Notebook Dell Latitude 5290 I5 7th 8gb 256gb Windows 10,1.547,154,,
DELL,Notebook Dell Core I5 10th 16gb Ram 256gb Ssd Hdmi Win11 Pro Prateado,1.890,181,,
DELL,Notebook Dell Gaming 15.6'' G5 5520 Intel Core I5 Preto Cor Black,6.499,649,,
LENOVO,Notebook Lenovo Thinkpad L13 Core I5-10310u 16gb Ssd 256gb,1.999,199,,
ACER,Notebook Acer Aspire A15-51m-56kr Ci5 16b 512ssd 15.6  Linux,4.855,485,,
SAMSUNG,Notebook Samsung 14 | Intel Dual Core | 8gb Ram | Ssd 120gb,1.319,131,,
LENOVO,Notebook Lenovo Thinkpad L440 I7 4ager 16gb Ssd 256gb,1.499,1.424,4.0,(1)
ACER,Notebook Gamer Acer Nitro Anv15-51-50kd Intel Core I5 15.6 P,4.699,469,,
LENOVO,Notebook Lenovo Yoga I5 7th 8gb Ram Ssd 256gb,2.999,1.649,,
DELL,"Notebook Dell 3420, Tela Full Hd, I5 11ªger, 16gb, Ssd-256gb",2.599,260,,
DELL,Notebook Dell 7280 Intel I5 6ger 16gb Ddr4 Ssd 256 Wifi,2.100,1.995,,
DELL,Notebook Dell Inspiron I15-i1100-d35p I5 8gb 256gb Ssd Linux Cor Preto,4.260,409,4.7,(482)
,Notebook Legacy Book Pentium Quadcore 4+64gb Win10 - Pc311,1.136,109,,
,Notebook Vaio Carbon Intel Core I5 10ger 8gb 240ssd 14pol,2.599,259,4.8,(4)
DELL,Notebook Dell Latitude E6410 Intel I5 Hd 500 Gb,522,52,,
HP,Notebook Hp Elitebook I5 3ºg 8gb Ssd 120gb Wifi,1.199,120,,
DELL,Notebook Dell Vostro 3460 Core I5 3º Geração 4gb Hd 1tb Wifi,1.852,185,,
DELL,Notebook Dell Latitude E6410 Intel Core I 4gb Ram Ssd 120gb,569,56,,
SAMSUNG,Notebook Samsung Np300e5m Intel Celeron 1.8ghz 8gb Ram 240gb,1.199,116,,
DELL,Note Dell E6430 Core I5 3ag Hd 500gb 4gb Ram -leia O Anuncio,579,57,,
LENOVO,Notebook Lenovo Thinkpad T400 Core2 Duo  4 Gb Ram Ssd 120,429,53,,
HP,Notebook Hp 240 G7 I5-8250u 8gb Ssd 240,1.427,138,,
LENOVO,Notebook Gamer Lenovo Y410p I7-4700mq 8gb Ram Ssd 480gb Preto,1.499,149,,
SAMSUNG,Notebook Samsung Np270e4e Core I3-3110m Original C/detalhe,520,52,,
LENOVO,Notebook Lenovo Thinkpad T430 Core I5 3th 4gb Ram 240gb Ssd Preto,600,60,,
,Notebook Avell 1570 Lite Gamer Profissional Cinza,2.850,285,,
LENOVO,Notebook Lenovo Idepad S145 Amd Ryzen 5-3500u 8gb Ssd 240gb,1.790,179,,
,Notebook Positivo Móbile No Estado Por Favor Leia Descrição Preto,240,23,,
,"Notebook Samsung Rv415,e350,3gb,hd500gb,tela 14 Led",560,56,,
HP,Notebook Hp Zbook 14u G6  I5-8365u 8gb 256ssd Preto,1.990,199,,
